icon,precipIntensity,apparentTemperature,cloudCover,ozone,visibility,humidity,windBearing,precipType,pressure,windGust,temperature,time,precipAccumulation,windSpeed,uvIndex,precipProbability,summary,dewPoint,city,local_time,demand,region,hour,day_of_week,day_name,month,month_name,year,season,time_of_day,week,anomaly_score,is_anomaly
clear-night,0.0014,58.86,0.07,356.3,10.0,0.75,255.0,rain,1018.9,3.64,58.86,2019-04-22 03:00:00,0.0087,2.04,0.0,0.01,Clear,50.95,philadelphia,2019-04-22 03:00:00,2969.0,PE,3,0,Monday,4,April,2019,Spring,Night,17,1,False
clear-night,0.0003,50.66,0.29,386.2,10.0,0.79,294.0,rain,1014.9,7.84,50.66,2020-03-31 01:00:00,0.0087,4.04,0.0,0.02,Clear,44.3,philadelphia,2020-03-31 01:00:00,3335.0,PE,1,1,Tuesday,3,March,2020,Spring,Night,14,1,False
partly-cloudy-day,0.001,79.26,0.69,327.3,10.0,0.69,339.0,rain,1015.7,6.9,78.46,2019-06-17 16:00:00,0.0087,2.61,6.0,0.03,Mostly Cloudy,67.53,philadelphia,2019-06-17 16:00:00,6020.0,PE,16,0,Monday,6,June,2019,Summer,Afternoon,25,1,False
clear-day,0.0012,57.78,0.05,382.2,10.0,0.3,248.0,rain,1021.0,18.81,57.78,2020-05-10 16:00:00,0.0087,10.92,7.0,0.01,Clear,26.68,philadelphia,2020-05-10 16:00:00,3328.0,PE,16,6,Sunday,5,May,2020,Spring,Afternoon,19,1,False
partly-cloudy-night,0.0008,37.53,0.4,369.8,10.0,0.65,285.0,rain,1007.8,13.61,41.86,2020-01-27 23:00:00,0.0087,6.73,0.0,0.11,Partly Cloudy,30.82,philadelphia,2020-01-27 23:00:00,4355.0,PE,23,0,Monday,1,January,2020,Winter,Night,5,1,False
partly-cloudy-day,0.0011,56.08,0.67,363.9,10.0,0.63,271.0,rain,1009.9,13.93,56.08,2019-05-14 19:00:00,0.0087,8.18,4.0,0.06,Mostly Cloudy,43.52,philadelphia,2019-05-14 19:00:00,4277.0,PE,19,1,Tuesday,5,May,2019,Spring,Evening,20,1,False
rain,0.0118,43.62,0.82,381.2,9.465,0.91,44.0,rain,1007.9,3.31,43.62,2020-04-18 10:00:00,0.0087,1.41,0.0,0.65,Possible Light Rain,41.25,philadelphia,2020-04-18 10:00:00,3621.0,PE,10,5,Saturday,4,April,2020,Spring,Morning,16,1,False
clear-night,0.0005,43.37,0.18,259.4,10.0,0.78,72.0,rain,1026.2,2.02,43.37,2019-10-24 11:00:00,0.0087,1.63,0.0,0.01,Clear,36.92,philadelphia,2019-10-24 11:00:00,4076.0,PE,11,3,Thursday,10,October,2019,Fall,Morning,43,1,False
clear-night,0.0,34.71,0.19,312.0,10.0,0.61,331.0,rain,1022.4,25.25,41.41,2019-11-29 01:00:00,0.0087,11.75,0.0,0.0,Clear,28.97,philadelphia,2019-11-29 01:00:00,3676.0,PE,1,4,Friday,11,November,2019,Fall,Night,48,1,False
partly-cloudy-night,0.0008,30.67,0.57,403.8,10.0,0.61,239.0,snow,1028.2,3.53,30.67,2019-03-08 01:00:00,0.007,1.51,0.0,0.01,Partly Cloudy,18.65,philadelphia,2019-03-08 01:00:00,4598.0,PE,1,4,Friday,3,March,2019,Spring,Night,10,1,False
clear-day,0.0,21.1,0.0,335.7,10.0,0.32,341.0,rain,1039.1,21.47,30.74,2020-01-17 17:00:00,0.0087,12.21,2.0,0.0,Clear,4.18,philadelphia,2020-01-17 17:00:00,5077.0,PE,17,4,Friday,1,January,2020,Winter,Evening,3,-1,True
clear-day,0.0,71.59,0.18,295.7,10.0,0.43,59.0,rain,1023.4,10.56,71.59,2019-09-18 22:00:00,0.0087,7.54,0.0,0.0,Clear,47.87,philadelphia,2019-09-18 22:00:00,4159.0,PE,22,2,Wednesday,9,September,2019,Fall,Night,38,1,False
partly-cloudy-night,0.0002,41.93,0.76,266.2,10.0,0.68,0.0,rain,1018.4,4.19,41.93,2018-12-01 00:00:00,0.0087,2.65,0.0,0.01,Mostly Cloudy,32.25,philadelphia,2018-12-01 00:00:00,4152.0,PE,0,5,Saturday,12,December,2018,Winter,Night,48,1,False
partly-cloudy-day,0.0009,25.14,0.62,330.1,10.0,0.63,29.0,snow,1019.3,10.17,30.95,2018-12-05 15:00:00,0.0079,5.8,1.0,0.02,Mostly Cloudy,19.9,philadelphia,2018-12-05 15:00:00,5236.0,PE,15,2,Wednesday,12,December,2018,Winter,Afternoon,49,1,False
cloudy,0.0011,57.61,0.95,322.5,10.0,0.87,100.0,rain,1022.0,13.82,57.61,2019-05-10 03:00:00,0.0087,6.37,0.0,0.04,Overcast,53.82,philadelphia,2019-05-10 03:00:00,3040.0,PE,3,4,Friday,5,May,2019,Spring,Night,19,1,False
partly-cloudy-night,0.0,35.04,0.33,294.5,10.0,0.55,282.0,rain,1021.1,22.82,41.2,2018-11-22 00:00:00,0.0087,10.22,0.0,0.0,Partly Cloudy,26.38,philadelphia,2018-11-22 00:00:00,4313.0,PE,0,3,Thursday,11,November,2018,Fall,Night,47,1,False
clear-night,0.0009,34.24,0.07,265.5,10.0,0.85,326.0,rain,1021.7,4.9,34.24,2018-12-01 09:00:00,0.0087,2.67,0.0,0.01,Clear,30.17,philadelphia,2018-12-01 09:00:00,4558.0,PE,9,5,Saturday,12,December,2018,Winter,Morning,48,1,False
cloudy,0.0,69.77,0.98,272.3,10.0,0.63,66.0,rain,1018.9,3.74,69.77,2018-09-27 21:00:00,0.0087,2.3,1.0,0.0,Overcast,56.39,philadelphia,2018-09-27 21:00:00,4610.0,PE,21,3,Thursday,9,September,2018,Fall,Night,39,1,False
partly-cloudy-day,0.0004,38.38,0.77,330.6,10.0,0.84,254.0,rain,1006.8,6.32,40.78,2019-12-31 16:00:00,0.0087,3.83,1.0,0.09,Mostly Cloudy,36.21,philadelphia,2019-12-31 16:00:00,4399.0,PE,16,1,Tuesday,12,December,2019,Winter,Afternoon,1,1,False
cloudy,0.0023,41.2,0.99,355.5,10.0,0.75,76.0,rain,1016.2,24.21,46.71,2020-03-25 15:00:00,0.0087,12.27,3.0,0.24,Overcast,39.38,philadelphia,2020-03-25 15:00:00,4263.0,PE,15,2,Wednesday,3,March,2020,Spring,Afternoon,13,1,False
cloudy,0.0011,47.5,0.9,357.7,8.599,0.94,155.0,rain,1010.3,3.4,47.5,2019-05-14 09:00:00,0.0087,1.4,0.0,0.08,Overcast,45.78,philadelphia,2019-05-14 09:00:00,4248.0,PE,9,1,Tuesday,5,May,2019,Spring,Morning,20,1,False
cloudy,0.0057,38.81,0.99,330.4,8.202,0.79,222.0,rain,1020.4,25.79,44.45,2020-02-10 18:00:00,0.0087,10.91,2.0,0.2,Overcast,38.37,philadelphia,2020-02-10 18:00:00,4993.0,PE,18,0,Monday,2,February,2020,Winter,Evening,7,1,False
clear-day,0.0004,63.94,0.18,310.0,10.0,0.73,9.0,rain,1021.8,14.15,63.94,2019-08-24 12:00:00,0.0087,6.12,1.0,0.02,Clear,55.11,philadelphia,2019-08-24 12:00:00,4212.0,PE,12,5,Saturday,8,August,2019,Summer,Afternoon,34,1,False
partly-cloudy-day,0.0,61.13,0.57,339.9,10.0,0.37,170.0,rain,1025.3,12.99,61.13,2019-04-29 22:00:00,0.0087,7.81,1.0,0.0,Partly Cloudy,34.89,philadelphia,2019-04-29 22:00:00,4002.0,PE,22,0,Monday,4,April,2019,Spring,Night,18,1,False
partly-cloudy-night,0.0009,53.04,0.51,288.3,10.0,0.8,13.0,rain,1023.5,18.82,53.04,2019-10-10 07:00:00,0.0087,7.91,0.0,0.03,Partly Cloudy,47.18,philadelphia,2019-10-10 07:00:00,3635.0,PE,7,3,Thursday,10,October,2019,Fall,Morning,41,1,False
clear-night,0.0,69.31,0.01,296.7,9.896,0.9,0.0,rain,1009.7,1.92,68.54,2018-09-19 07:00:00,0.0087,1.92,0.0,0.0,Clear,65.38,philadelphia,2018-09-19 07:00:00,4316.0,PE,7,2,Wednesday,9,September,2018,Fall,Morning,38,1,False
partly-cloudy-day,0.0016,71.18,0.59,288.6,9.658,0.96,358.0,rain,1021.7,8.54,69.95,2019-09-15 12:00:00,0.0087,3.91,0.0,0.03,Partly Cloudy,68.88,philadelphia,2019-09-15 12:00:00,4704.0,PE,12,6,Sunday,9,September,2019,Fall,Afternoon,37,1,False
partly-cloudy-day,0.0002,31.3,0.38,347.3,10.0,0.5,344.0,rain,1029.7,14.24,37.36,2019-12-07 15:00:00,0.0087,8.13,1.0,0.01,Partly Cloudy,20.32,philadelphia,2019-12-07 15:00:00,4324.0,PE,15,5,Saturday,12,December,2019,Winter,Afternoon,49,1,False
partly-cloudy-night,0.0,14.37,0.36,435.9,10.0,0.49,281.0,rain,1023.7,18.87,24.31,2019-03-06 23:00:00,0.0087,9.71,0.0,0.0,Partly Cloudy,7.71,philadelphia,2019-03-06 23:00:00,5355.0,PE,23,2,Wednesday,3,March,2019,Spring,Night,10,-1,True
partly-cloudy-day,0.0008,87.83,0.69,296.7,9.955,0.67,243.0,rain,1023.4,4.61,83.06,2018-09-02 18:00:00,0.0087,3.16,5.0,0.01,Mostly Cloudy,71.17,philadelphia,2018-09-02 18:00:00,9234.399322033898,PE,18,6,Sunday,9,September,2018,Fall,Evening,35,1,False
partly-cloudy-day,0.0012,59.09,0.37,262.2,10.0,0.6,327.0,rain,1006.4,25.4,59.09,2018-10-12 14:00:00,0.0087,14.14,2.0,0.02,Partly Cloudy,45.22,philadelphia,2018-10-12 14:00:00,4264.0,PE,14,4,Friday,10,October,2018,Fall,Afternoon,41,1,False
partly-cloudy-night,0.0,47.74,0.5,349.6,10.0,0.59,181.0,rain,1024.6,15.63,49.98,2019-03-29 01:00:00,0.0087,5.81,0.0,0.0,Partly Cloudy,36.09,philadelphia,2019-03-29 01:00:00,3497.0,PE,1,4,Friday,3,March,2019,Spring,Night,13,1,False
partly-cloudy-day,0.0009,23.59,0.64,340.5,10.0,0.67,121.0,snow,1031.3,2.05,23.59,2019-11-14 12:00:00,0.0104,1.49,0.0,0.01,Mostly Cloudy,14.22,philadelphia,2019-11-14 12:00:00,4789.0,PE,12,3,Thursday,11,November,2019,Fall,Afternoon,46,1,False
rain,0.1115,55.41,0.99,260.8,7.791,0.87,305.0,rain,1006.7,34.74,55.41,2019-11-01 05:00:00,0.0087,15.65,0.0,0.65,Rain,51.63,philadelphia,2019-11-01 05:00:00,2783.0,PE,5,4,Friday,11,November,2019,Fall,Morning,44,-1,True
partly-cloudy-day,0.0043,87.66,0.51,301.6,10.0,0.57,108.0,rain,1015.3,6.57,84.62,2019-08-15 18:00:00,0.0087,4.85,6.0,0.03,Partly Cloudy,67.6,philadelphia,2019-08-15 18:00:00,6331.0,PE,18,3,Thursday,8,August,2019,Summer,Evening,33,1,False
clear-night,0.0,88.55,0.14,296.7,8.16,0.7,245.0,rain,1018.1,3.7,83.08,2018-08-28 01:00:00,0.0087,3.7,0.0,0.0,Humid,72.3,philadelphia,2018-08-28 01:00:00,7126.32712168837,PE,1,1,Tuesday,8,August,2018,Summer,Night,35,1,False
partly-cloudy-night,0.0018,60.73,0.35,334.0,10.0,0.35,210.0,rain,1025.6,17.79,60.73,2020-03-10 01:00:00,0.0087,6.98,0.0,0.01,Partly Cloudy,33.07,philadelphia,2020-03-10 01:00:00,3300.0,PE,1,1,Tuesday,3,March,2020,Spring,Night,11,1,False
partly-cloudy-day,0.0,21.89,0.51,441.3,10.0,0.5,279.0,rain,1026.4,22.41,30.81,2019-03-07 17:00:00,0.0087,10.71,3.0,0.0,Partly Cloudy,14.2,philadelphia,2019-03-07 17:00:00,5263.0,PE,17,3,Thursday,3,March,2019,Spring,Evening,10,-1,True
snow,0.0224,20.41,1.0,275.5,3.851,0.76,140.0,snow,1024.3,16.25,27.25,2020-01-18 20:00:00,0.227,6.19,1.0,0.29,Snow,20.59,philadelphia,2020-01-18 20:00:00,5289.0,PE,20,5,Saturday,1,January,2020,Winter,Evening,3,-1,True
clear-day,0.0006,101.68,0.13,296.7,9.9,0.46,229.0,rain,1016.3,7.18,94.48,2018-07-02 23:00:00,0.0087,5.94,0.0,0.01,Clear,70.79,philadelphia,2018-07-02 23:00:00,4832.0,PE,23,0,Monday,7,July,2018,Summer,Night,27,1,False
partly-cloudy-night,0.0,29.32,0.73,266.6,10.0,0.83,228.0,rain,1017.7,3.23,29.32,2019-01-04 09:00:00,0.0087,2.29,0.0,0.0,Mostly Cloudy,24.71,philadelphia,2019-01-04 09:00:00,5165.0,PE,9,4,Friday,1,January,2019,Winter,Morning,1,1,False
clear-night,0.0002,10.59,0.06,376.2,10.0,0.59,283.0,snow,1031.2,3.83,10.59,2019-02-01 07:00:00,0.0055,2.54,0.0,0.01,Clear,-1.04,philadelphia,2019-02-01 07:00:00,6320.0,PE,7,4,Friday,2,February,2019,Winter,Morning,5,-1,True
clear-day,0.0,29.2,0.21,411.2,10.0,0.56,294.0,rain,1013.2,30.69,37.48,2019-03-23 13:00:00,0.0087,13.27,1.0,0.0,Clear,23.06,philadelphia,2019-03-23 13:00:00,4348.0,PE,13,5,Saturday,3,March,2019,Spring,Afternoon,12,1,False
cloudy,0.0004,68.74,0.97,263.3,10.0,0.87,194.0,rain,1005.5,26.69,68.12,2018-11-02 10:00:00,0.0087,11.83,0.0,0.06,Overcast,64.19,philadelphia,2018-11-02 10:00:00,4357.0,PE,10,4,Friday,11,November,2018,Fall,Morning,44,1,False
cloudy,0.0006,78.59,0.99,296.7,9.842,0.76,128.0,rain,1015.4,9.05,77.54,2018-08-21 19:00:00,0.0087,6.03,4.0,0.05,Overcast,69.54,philadelphia,2018-08-21 19:00:00,9286.493568043332,PE,19,1,Tuesday,8,August,2018,Summer,Evening,34,1,False
clear-night,0.0,35.68,0.0,307.4,10.0,0.55,302.0,rain,1017.1,15.69,40.2,2019-11-23 03:00:00,0.0087,6.49,0.0,0.0,Clear,25.48,philadelphia,2019-11-23 03:00:00,3667.0,PE,3,5,Saturday,11,November,2019,Fall,Night,47,1,False
partly-cloudy-night,0.0,43.59,0.34,360.4,10.0,0.44,275.0,rain,1027.4,6.2,45.36,2019-04-04 09:00:00,0.0087,3.91,0.0,0.0,Partly Cloudy,24.63,philadelphia,2019-04-04 09:00:00,4344.0,PE,9,3,Thursday,4,April,2019,Spring,Morning,14,1,False
partly-cloudy-night,0.0009,44.58,0.77,293.9,10.0,0.85,310.0,rain,1010.2,7.42,44.58,2020-02-04 12:00:00,0.0087,2.08,0.0,0.07,Mostly Cloudy,40.41,philadelphia,2020-02-04 12:00:00,4486.0,PE,12,1,Tuesday,2,February,2020,Winter,Afternoon,6,1,False
clear-night,0.0005,61.14,0.16,304.2,10.0,0.46,354.0,rain,1020.7,15.77,61.14,2019-05-22 04:00:00,0.0087,7.14,0.0,0.01,Clear,40.05,philadelphia,2019-05-22 04:00:00,2962.0,PE,4,2,Wednesday,5,May,2019,Spring,Night,21,1,False
clear-day,0.0005,84.63,0.09,296.7,9.997,0.32,133.0,rain,1017.9,4.45,84.63,2018-07-19 22:00:00,0.0087,3.95,2.0,0.01,Clear,51.64,philadelphia,2018-07-19 22:00:00,8658.014659449707,PE,22,3,Thursday,7,July,2018,Summer,Night,29,1,False
partly-cloudy-day,0.0,83.48,0.68,296.7,9.933,0.43,110.0,rain,1021.5,5.39,83.48,2018-07-12 18:00:00,0.0087,4.02,6.0,0.0,Mostly Cloudy,58.92,philadelphia,2018-07-12 18:00:00,9234.399322033898,PE,18,3,Thursday,7,July,2018,Summer,Evening,28,1,False
clear-day,0.0004,84.59,0.02,292.0,10.0,0.39,304.0,rain,1019.6,8.49,84.59,2019-09-15 20:00:00,0.0087,5.38,3.0,0.01,Clear,56.65,philadelphia,2019-09-15 20:00:00,5201.0,PE,20,6,Sunday,9,September,2019,Fall,Evening,37,1,False
clear-night,0.0,66.7,0.05,296.7,9.997,0.56,23.0,rain,1023.5,9.65,66.7,2018-07-07 07:00:00,0.0087,6.95,0.0,0.0,Clear,50.48,philadelphia,2018-07-07 07:00:00,4366.0,PE,7,5,Saturday,7,July,2018,Summer,Morning,27,1,False
rain,0.1215,74.69,1.0,296.7,2.714,0.95,50.0,rain,1015.4,6.13,73.19,2018-08-13 13:00:00,0.0087,6.13,2.0,0.93,Rain,71.73,philadelphia,2018-08-13 13:00:00,8284.234643179765,PE,13,0,Monday,8,August,2018,Summer,Afternoon,33,-1,True
clear-night,0.0,67.52,0.0,296.7,9.997,0.69,222.0,rain,1016.6,2.61,67.52,2018-07-10 08:00:00,0.0087,2.12,0.0,0.0,Clear,56.89,philadelphia,2018-07-10 08:00:00,7613.927153811457,PE,8,1,Tuesday,7,July,2018,Summer,Morning,28,1,False
cloudy,0.0011,30.76,0.96,303.9,10.0,0.62,7.0,snow,1023.2,5.93,30.76,2018-12-10 02:00:00,0.0061,2.72,0.0,0.01,Overcast,19.39,philadelphia,2018-12-10 02:00:00,4327.0,PE,2,0,Monday,12,December,2018,Winter,Night,50,1,False
cloudy,0.0146,44.81,1.0,310.9,10.0,0.95,33.0,rain,1015.5,12.88,47.73,2020-03-29 04:00:00,0.0087,6.29,0.0,0.22,Overcast,46.37,philadelphia,2020-03-29 04:00:00,3038.0,PE,4,6,Sunday,3,March,2020,Spring,Night,13,1,False
partly-cloudy-day,0.0,59.15,0.6,317.7,10.0,0.27,291.0,rain,1014.1,9.01,59.15,2020-05-05 18:00:00,0.0087,6.08,6.0,0.0,Mostly Cloudy,25.02,philadelphia,2020-05-05 18:00:00,3649.0,PE,18,1,Tuesday,5,May,2020,Spring,Evening,19,1,False
cloudy,0.004,70.39,1.0,296.7,7.496,0.92,55.0,rain,1016.4,6.72,69.42,2018-08-19 22:00:00,0.0087,6.02,1.0,0.1,Overcast,66.98,philadelphia,2018-08-19 22:00:00,8658.014659449707,PE,22,6,Sunday,8,August,2018,Summer,Night,33,1,False
partly-cloudy-night,0.0011,42.36,0.4,329.8,10.0,0.58,323.0,rain,1018.9,20.69,47.09,2019-11-20 23:00:00,0.0087,10.17,0.0,0.02,Partly Cloudy,33.07,philadelphia,2019-11-20 23:00:00,4220.0,PE,23,2,Wednesday,11,November,2019,Fall,Night,47,1,False
rain,0.032,54.51,0.99,318.0,8.011,0.92,187.0,rain,1015.6,23.45,54.51,2019-04-08 07:00:00,0.0087,6.04,0.0,0.74,Light Rain,52.17,philadelphia,2019-04-08 07:00:00,3729.0,PE,7,0,Monday,4,April,2019,Spring,Morning,15,1,False
clear-day,0.0017,90.23,0.08,276.6,10.0,0.45,208.0,rain,1019.4,8.93,88.63,2019-09-22 18:00:00,0.0087,6.54,6.0,0.01,Clear,64.43,philadelphia,2019-09-22 18:00:00,5897.0,PE,18,6,Sunday,9,September,2019,Fall,Evening,38,1,False
clear-day,0.0005,89.31,0.07,296.7,9.902,0.67,255.0,rain,1015.8,4.65,83.9,2018-07-16 14:00:00,0.0087,4.65,5.0,0.01,Clear,71.74,philadelphia,2018-07-16 14:00:00,8445.957427536232,PE,14,0,Monday,7,July,2018,Summer,Afternoon,29,1,False
rain,0.0125,61.54,0.99,251.4,7.303,0.93,67.0,rain,1018.1,15.87,61.35,2019-10-03 12:00:00,0.0087,8.58,0.0,0.41,Possible Light Rain,59.22,philadelphia,2019-10-03 12:00:00,4437.0,PE,12,3,Thursday,10,October,2019,Fall,Afternoon,40,1,False
clear-night,0.0005,29.68,0.12,383.5,10.0,0.55,44.0,snow,1024.6,5.38,32.82,2019-03-18 07:00:00,0.0027,3.44,0.0,0.01,Clear,18.36,philadelphia,2019-03-18 07:00:00,4704.0,PE,7,0,Monday,3,March,2019,Spring,Morning,12,1,False
clear-day,0.0012,92.19,0.11,311.3,10.0,0.43,242.0,rain,1016.9,11.8,90.19,2019-07-28 22:00:00,0.0087,7.87,1.0,0.01,Clear,64.95,philadelphia,2019-07-28 22:00:00,6360.0,PE,22,6,Sunday,7,July,2019,Summer,Night,30,1,False
clear-night,0.0019,48.18,0.27,359.3,10.0,0.82,183.0,rain,1020.8,3.72,48.18,2020-04-29 06:00:00,0.0087,1.76,0.0,0.02,Clear,43.1,philadelphia,2020-04-29 06:00:00,3138.0,PE,6,2,Wednesday,4,April,2020,Spring,Morning,18,1,False
clear-night,0.0,35.66,0.29,323.1,10.0,0.56,299.0,rain,1011.7,23.61,41.86,2018-12-18 01:00:00,0.0087,10.71,0.0,0.0,Clear,27.41,philadelphia,2018-12-18 01:00:00,4056.0,PE,1,1,Tuesday,12,December,2018,Winter,Night,51,1,False
partly-cloudy-day,0.0002,64.1,0.81,275.0,10.0,0.55,45.0,rain,1023.3,21.18,64.1,2019-10-08 17:00:00,0.0087,10.79,4.0,0.06,Mostly Cloudy,47.75,philadelphia,2019-10-08 17:00:00,4057.0,PE,17,1,Tuesday,10,October,2019,Fall,Evening,41,1,False
partly-cloudy-night,0.0005,53.61,0.61,292.7,10.0,0.94,257.0,rain,1003.7,22.49,53.61,2018-12-03 10:00:00,0.0087,7.2,0.0,0.04,Mostly Cloudy,51.8,philadelphia,2018-12-03 10:00:00,4448.0,PE,10,0,Monday,12,December,2018,Winter,Morning,49,1,False
partly-cloudy-day,0.0,32.04,0.47,296.3,10.0,0.8,67.0,rain,1020.0,2.47,32.04,2018-12-20 14:00:00,0.0087,2.41,0.0,0.0,Partly Cloudy,26.7,philadelphia,2018-12-20 14:00:00,5121.0,PE,14,3,Thursday,12,December,2018,Winter,Afternoon,51,1,False
clear-day,0.0,90.74,0.02,307.7,10.0,0.45,249.0,rain,1019.3,10.65,88.81,2019-07-28 17:00:00,0.0087,6.48,9.0,0.0,Clear,65.03,philadelphia,2019-07-28 17:00:00,7000.0,PE,17,6,Sunday,7,July,2019,Summer,Evening,30,1,False
clear-night,0.0,62.04,0.29,271.7,10.0,0.87,142.0,rain,1019.7,2.01,62.04,2018-09-29 00:00:00,0.0087,1.81,0.0,0.0,Clear,58.01,philadelphia,2018-09-29 00:00:00,3580.0,PE,0,5,Saturday,9,September,2018,Fall,Night,39,1,False
partly-cloudy-night,0.0003,58.44,0.73,252.2,10.0,0.87,243.0,rain,1023.0,7.48,58.44,2019-10-26 03:00:00,0.0087,3.28,0.0,0.03,Mostly Cloudy,54.61,philadelphia,2019-10-26 03:00:00,2938.0,PE,3,5,Saturday,10,October,2019,Fall,Night,43,1,False
partly-cloudy-night,0.0038,43.08,0.74,325.7,10.0,0.9,215.0,rain,1012.0,22.2,45.71,2020-01-16 09:00:00,0.0087,5.16,0.0,0.22,Mostly Cloudy,42.86,philadelphia,2020-01-16 09:00:00,4451.0,PE,9,3,Thursday,1,January,2020,Winter,Morning,3,1,False
partly-cloudy-day,0.0,79.32,0.86,296.7,9.409,0.66,247.0,rain,1016.6,4.41,78.66,2018-07-15 14:00:00,0.0087,3.79,4.0,0.0,Mostly Cloudy,66.27,philadelphia,2018-07-15 14:00:00,8445.957427536232,PE,14,6,Sunday,7,July,2018,Summer,Afternoon,28,1,False
partly-cloudy-night,0.0011,11.36,0.44,337.9,10.0,0.67,319.0,snow,1029.3,4.83,11.36,2019-02-02 11:00:00,0.0236,2.65,0.0,0.01,Partly Cloudy,2.68,philadelphia,2019-02-02 11:00:00,5867.0,PE,11,5,Saturday,2,February,2019,Winter,Morning,5,-1,True
partly-cloudy-night,0.0002,32.95,0.32,310.0,10.0,0.82,261.0,rain,999.7,18.16,39.01,2018-11-27 09:00:00,0.0087,8.85,0.0,0.09,Partly Cloudy,34.05,philadelphia,2018-11-27 09:00:00,4844.0,PE,9,1,Tuesday,11,November,2018,Fall,Morning,48,1,False
clear-night,0.0008,51.85,0.05,347.1,10.0,0.74,322.0,rain,1014.5,16.41,51.85,2020-05-02 09:00:00,0.0087,6.88,0.0,0.01,Clear,43.69,philadelphia,2020-05-02 09:00:00,3086.0,PE,9,5,Saturday,5,May,2020,Spring,Morning,18,1,False
partly-cloudy-day,0.0172,65.7,0.85,301.7,10.0,0.78,342.0,rain,1017.0,7.91,65.7,2019-08-23 17:00:00,0.0087,4.25,5.0,0.25,Mostly Cloudy,58.62,philadelphia,2019-08-23 17:00:00,4835.0,PE,17,4,Friday,8,August,2019,Summer,Evening,34,1,False
cloudy,0.0063,68.4,0.98,300.8,10.0,0.73,17.0,rain,1017.1,12.54,68.4,2019-08-23 15:00:00,0.0087,6.53,4.0,0.1,Overcast,59.26,philadelphia,2019-08-23 15:00:00,4855.0,PE,15,4,Friday,8,August,2019,Summer,Afternoon,34,1,False
partly-cloudy-day,0.0,62.69,0.68,294.5,10.0,0.75,62.0,rain,1029.0,17.47,62.69,2019-09-13 12:00:00,0.0087,8.63,0.0,0.0,Mostly Cloudy,54.49,philadelphia,2019-09-13 12:00:00,4504.0,PE,12,4,Friday,9,September,2019,Fall,Afternoon,37,1,False
cloudy,0.0,27.67,0.91,260.0,10.0,0.82,220.0,rain,1017.8,5.19,31.31,2019-01-04 13:00:00,0.0087,3.67,0.0,0.0,Overcast,26.5,philadelphia,2019-01-04 13:00:00,4862.0,PE,13,4,Friday,1,January,2019,Winter,Afternoon,1,1,False
clear-night,0.0,68.49,0.01,296.7,9.997,0.7,221.0,rain,1022.4,3.14,68.49,2018-07-14 06:00:00,0.0087,3.14,0.0,0.0,Clear,58.43,philadelphia,2018-07-14 06:00:00,6889.741016949152,PE,6,5,Saturday,7,July,2018,Summer,Morning,28,1,False
partly-cloudy-night,0.0003,37.49,0.33,308.4,10.0,0.93,306.0,rain,1009.5,16.87,42.14,2018-11-25 11:00:00,0.0087,7.43,0.0,0.08,Partly Cloudy,40.19,philadelphia,2018-11-25 11:00:00,4168.0,PE,11,6,Sunday,11,November,2018,Fall,Morning,47,1,False
clear-day,0.003,98.51,0.29,304.8,10.0,0.58,210.0,rain,1012.7,16.74,89.94,2019-08-21 18:00:00,0.0087,9.6,7.0,0.04,Humid,73.26,philadelphia,2019-08-21 18:00:00,7137.0,PE,18,2,Wednesday,8,August,2019,Summer,Evening,34,1,False
partly-cloudy-day,0.0,33.25,0.6,418.9,10.0,0.45,243.0,rain,1010.4,23.79,40.24,2020-02-28 21:00:00,0.0087,11.71,1.0,0.0,Mostly Cloudy,20.73,philadelphia,2020-02-28 21:00:00,4790.0,PE,21,4,Friday,2,February,2020,Winter,Night,9,1,False
partly-cloudy-day,0.0,46.85,0.36,373.2,9.55,0.9,169.0,rain,1008.5,2.69,46.85,2020-03-03 13:00:00,0.0087,2.35,0.0,0.0,Partly Cloudy,43.97,philadelphia,2020-03-03 13:00:00,4227.0,PE,13,1,Tuesday,3,March,2020,Spring,Afternoon,10,1,False
clear-day,0.0,35.52,0.28,328.5,10.0,0.67,239.0,rain,1016.2,16.89,40.58,2020-01-06 15:00:00,0.0087,7.58,1.0,0.0,Clear,30.47,philadelphia,2020-01-06 15:00:00,4479.0,PE,15,0,Monday,1,January,2020,Winter,Afternoon,2,1,False
partly-cloudy-day,0.0006,41.09,0.86,234.4,9.46,0.85,41.0,rain,1019.4,7.38,43.24,2019-02-07 16:00:00,0.0087,3.97,3.0,0.05,Mostly Cloudy,39.04,philadelphia,2019-02-07 16:00:00,4604.0,PE,16,3,Thursday,2,February,2019,Winter,Afternoon,6,1,False
partly-cloudy-day,0.0007,70.34,0.81,304.3,10.0,0.62,70.0,rain,1022.2,8.51,70.34,2019-08-26 18:00:00,0.0087,6.38,5.0,0.01,Mostly Cloudy,56.54,philadelphia,2019-08-26 18:00:00,4890.0,PE,18,0,Monday,8,August,2019,Summer,Evening,35,1,False
partly-cloudy-day,0.0012,83.39,0.32,296.7,9.791,0.41,282.0,rain,1018.7,5.83,83.39,2018-07-29 20:00:00,0.0087,5.44,5.0,0.01,Partly Cloudy,57.08,philadelphia,2018-07-29 20:00:00,9185.603024148048,PE,20,6,Sunday,7,July,2018,Summer,Evening,30,1,False
